sample	tb_profiler_strain	mixed_strain
ERR351906	lineage3.1.1	no
ERR351907	lineage3	no
ERR351908	lineage1.2.2.2	no
ERR351909	lineage3	no
ERR351910	lineage1.2.2.2	no
ERR351911	lineage1.1.2	no
ERR351912	lineage4.6.2.2	no
ERR351913	lineage4.1.1.3	no
ERR351914	lineage3	no
ERR351915	lineage1.1.3.1	no
ERR351916	lineage3	no
ERR351917	lineage4.1.1.3	no
ERR351918	lineage3	no
ERR351919	lineage4.8	no
ERR351920	lineage2.2.1	no
ERR351921	lineage3	no
ERR351922	lineage1.2.1.2	no
ERR351923	lineage4.8	no
ERR351924	lineage4.1.1.3.1	no
ERR351925	lineage4.4	no
ERR351926	lineage4.4;lineage3	yes
ERR351927	lineage6.3.1	no
ERR351928	lineage2.2.1	no
ERR351929	lineage4.6.2.2	no
ERR351930	lineage4.1.2.1	no
ERR351931	lineage1.2.1.1	no
ERR351932	lineage4.1.1.3.1	no
ERR351933	lineage4.1.1.3.1	no
ERR351934	lineage1.2.2.2	no
ERR351935	lineage4.3.4.2.1	no
ERR351936	lineage4.6.3	no
ERR351937	lineage4.1.2.1	no
ERR351938	lineage4.8	no
ERR351939	lineage4.6.3	no
ERR351940	lineage4.6.3	no
ERR3559073	lineage2.2.1	no
ERR3559074	lineage2.2.1	no
ERR3559075	lineage2.2.1	no
ERR3559076	lineage2.2.1	no
ERR3559077	lineage2.2.1	no
ERR3559078	lineage2.2.1	no
ERR3559079	lineage2.2.1	no
ERR3559080	lineage2.2.1	no
ERR3559081	lineage2.2.1	no
ERR3559082	lineage2.2.1	no
ERR3559083	lineage2.2.1	no
ERR3559084	lineage2.2.1	no
ERR3559085	lineage2.2.1	no
ERR3559086	lineage2.2.1	no
ERR3559087	lineage2.2.1	no
ERR3559088	lineage2.2.1	no
ERR3559089	lineage2.2.1	no
ERR3559090	lineage2.2.1	no
ERR3559091	lineage2.2.1	no
ERR3559092	lineage2.2.1	no
ERR3559093	lineage2.2.1	no
ERR3559094	lineage2.2.1	no
ERR3559095	lineage2.2.1	no
ERR3559096	lineage2.2.1	no
ERR3559097	lineage2.2.1	no
ERR3559098	lineage2.2.1	no
ERR3559099	lineage2.2.1	no
ERR3559100	lineage2.2.1	no
ERR3559101	lineage2.2.1	no
ERR3559102	lineage2.2.1	no
ERR3559103	lineage2.2.1	no
ERR3559104	lineage2.2.1	no
ERR3559105	lineage2.2.1	no
ERR3559106	lineage2.2.1	no
ERR3559107	lineage2.2.1	no
ERR3559108	lineage2.2.1	no
ERR3559109	lineage2.2.1	no
ERR3559110	lineage2.2.1	no
ERR3559111	lineage2.2.1	no
ERR3559112	lineage2.2.1	no
ERR3559113	lineage2.2.1	no
ERR3559114	lineage2.2.1	no
ERR3559115	lineage2.2.1	no
ERR3559116	lineage2.2.1	no
ERR3559117	lineage2.2.1	no
ERR3559118	lineage2.2.1	no
ERR3559119	lineage2.2.1	no
ERR3559120	lineage2.2.1	no
ERR3559121	lineage2.2.1	no
ERR3559122	lineage2.2.1	no
ERR3559123	lineage2.2.1	no
ERR3559124	lineage2.2.1	no
ERR3559125	lineage2.2.1	no
ERR3559126	lineage2.2.1	no
ERR3559127	lineage2.2.1	no
ERR3559128	lineage2.2.1	no
ERR3559129	lineage2.2.1	no
ERR3559130	lineage2.2.1	no
ERR3559131	lineage2.2.1	no
ERR3559132	lineage2.2.1	no
ERR3559133	lineage2.2.1	no
ERR3559134	lineage2.2.1	no
ERR3559135	lineage2.2.1	no
ERR3559136	lineage2.2.1	no
ERR3559137	lineage2.2.1	no
ERR3559138	lineage2.2.1	no
ERR3559139	lineage2.2.1	no
ERR3559140	lineage2.2.1	no
ERR3559141	lineage2.2.1	no
ERR3559142	lineage2.2.1	no
ERR3559143	lineage2.2.1	no
ERR3559144	lineage2.2.1	no
ERR3559145	lineage2.2.1	no
ERR3559146	lineage2.2.1	no
ERR3559147	lineage2.2.1	no
ERR3559148	lineage2.2.1	no
ERR3559149	lineage4.9	no
ERR3559150	lineage2.2.1	no
ERR3559151	lineage2.2.1	no
ERR3559152	lineage2.2.1	no
ERR3559153	lineage2.2.1	no
ERR3559154	lineage2.2.1	no
ERR3559155	lineage2.2.1	no
ERR3559156	lineage2.2.1	no
ERR3559157	lineage2.2.1	no
ERR3559158	lineage2.2.1	no
ERR3559159	lineage2.2.1	no
ERR3559160	lineage2.2.1	no
ERR3559161	lineage2.2.1	no
ERR3559162	lineage2.2.1	no
ERR3559163	lineage2.2.1	no
ERR3559164	lineage2.2.1	no
ERR3559165	lineage2.2.1	no
ERR3559166	lineage2.2.1	no
ERR3559167	lineage2.2.1	no
ERR3559168	lineage2.2.1	no
ERR3559169	lineage2.2.1	no
ERR3559170	lineage2.2.1	no
ERR3559171	lineage2.2.1	no
ERR3559172	lineage2.2.1	no
ERR3559173	lineage2.2.1	no
ERR3559174	lineage2.2.1	no
ERR3559175	lineage2.2.1	no
ERR3559176	lineage2.2.1	no
ERR3559177	lineage2.2.1	no
ERR3559178	lineage2.2.1	no
ERR3559179	lineage2.2.1	no
ERR3559180	lineage2.2.1	no
ERR3559181	lineage2.2.1	no
ERR3559182	lineage2.2.1	no
ERR3559183	lineage2.2.1	no
ERR3559184	lineage2.2.1	no
ERR3559185	lineage2.2.1	no
ERR3559186	lineage2.2.1	no
ERR3559187	lineage2.2.1	no
ERR3559188	lineage2.2.1	no
ERR3559189	lineage2.2.1	no
ERR3559190	lineage2.2.1	no
ERR3559191	lineage2.2.1	no
ERR3559192	lineage2.2.1	no
ERR3559193	lineage2.2.1	no
ERR3559194	lineage2.2.1	no
ERR3559195	lineage2.2.1	no
ERR3559196	lineage2.2.1	no
ERR3559197	lineage2.2.1	no
ERR3559198	lineage2.2.1	no
ERR3559199	lineage2.2.1	no
ERR3559200	lineage2.2.1	no
ERR3559201	lineage2.2.1	no
ERR3559202	lineage2.2.1	no
ERR3559203	lineage2.2.1	no
ERR3559204	lineage2.2.1	no
ERR3559205	lineage2.2.1	no
ERR3559206	lineage2.2.1	no
ERR3559207	lineage2.2.1	no
ERR3559208	lineage2.2.1	no
ERR3559209	lineage2.2.1	no
ERR3559210	lineage2.2.1	no
ERR3559211	lineage2.2.1	no
ERR3559212	lineage2.2.1	no
ERR3559213	lineage2.2.1	no
ERR3559214	lineage2.2.1	no
ERR3559215	lineage2.2.1	no
ERR3559216	lineage2.2.1	no
ERR3559217	lineage2.2.1	no
ERR3559218	lineage2.2.1	no
ERR3559219	lineage2.2.1	no
ERR3559220	lineage2.2.1	no
ERR3559221	lineage2.2.1	no
ERR3559222	lineage2.2.1	no
ERR3559223	lineage2.2.1	no
ERR3559224	lineage2.2.1	no
ERR3559225	lineage2.2.1	no
ERR3559226	lineage2.2.1	no
ERR3559227	lineage2.2.1	no
ERR3559228	lineage2.2.1	no
ERR3559229	lineage2.2.1	no
ERR3559230	lineage2.2.1	no
ERR3559231	lineage2.2.1	no
ERR3559232	lineage2.2.1	no
ERR3559233	lineage2.2.1	no
ERR3559234	lineage2.2.1	no
ERR3559235	lineage2.2.1	no
ERR3559236	lineage2.2.1	no
ERR3559237	lineage2.2.1	no
ERR3559238	lineage2.2.1	no
ERR3559239	lineage2.2.1	no
ERR3559240	lineage2.2.1	no
ERR3559241	lineage2.2.1	no
ERR3559242	lineage4	no
ERR3559243	lineage2.2.1	no
ERR3559244	lineage2.2.1	no
ERR3559245	lineage2.2.1	no
ERR3559246	lineage2.2.1	no
ERR3559247	lineage2.2.1	no
ERR3559248	lineage2.2.1	no
ERR3559249	lineage2.2.1	no
ERR3559250	lineage2.2.1	no
ERR3559251	lineage2.2.1	no
ERR3559252	lineage2.2.1	no
ERR3559253	lineage2.2.1	no
ERR3559254	lineage2.2.1	no
ERR3559255	lineage2.2.1	no
ERR3559256	lineage2.2.1	no
ERR3559257	lineage2.2.1	no
ERR3559258	lineage2.2.1	no
ERR3559259	lineage2.2.1	no
ERR3559260	lineage2.2.1	no
ERR3559261	lineage2.2.1	no
ERR3559262	lineage2.2.1	no
ERR3559263	lineage4;lineage2.2	yes
ERR3559264	lineage2.2.1	no
ERR3559265	lineage2.2.1	no
ERR3559266	lineage2.2.1	no
ERR3559267	lineage2.2.1	no
ERR3559268	lineage2.2.1	no
ERR3559269	lineage2.2.1	no
ERR3559270	lineage2.2.1	no
ERR3559271	lineage2.2.1	no
ERR3559272	lineage2.2.1	no
ERR3559273	lineage2.2.1	no
ERR3559274	lineage4.2.2	no
ERR3559275	lineage4.2.2	no
ERR3559276	lineage4.2.2	no
ERR3559277	lineage4.2.2	no
ERR3559278	lineage4.2.2	no
ERR3559279	lineage4.2.2	no
ERR3559280	lineage4.2.2	no
ERR3559281	lineage4.2.2	no
ERR3559282	lineage4.2.2	no
ERR3559283	lineage4.2.2	no
ERR3559284	lineage4.2.2	no
ERR3559285	lineage4.2.2	no
ERR3559286	lineage4.2.2	no
ERR3559287	lineage4.2.2	no
ERR3559288	lineage4.2.2;lineage2.2.1	yes
ERR3559289	lineage4.2.2	no
ERR3559290	lineage4.2.2	no
ERR3559291	lineage4.2.2	no
ERR3559292	lineage4.2.2	no
ERR3559293	lineage4.2.2	no
ERR3559294	lineage4.2.2	no
ERR3559295	lineage4.2.2	no
ERR3559296	lineage4.2.2	no
ERR3559297	lineage4.2.2	no
ERR3559298	lineage4.2.2	no
ERR3559299	lineage4.2.2	no
ERR3559300	lineage4.2.2	no
ERR3559301	lineage4.2.2	no
ERR3559302	lineage4.2.2	no
ERR3559303	lineage4.2.2;lineage2.2.1	yes
ERR3559304	lineage4.2.2	no
ERR3559305	lineage4.2.2	no
ERR3559306	lineage4.2.2	no
ERR3559307	lineage4.2.2	no
ERR3559308	lineage2.2.1	no
ERR3559309	lineage2.2.1	no
ERR3559310	lineage2.2.1	no
ERR3559311	lineage2.2.1	no
ERR3559312	lineage2.2.1	no
ERR3559313	lineage2.2.1	no
ERR3559314	lineage2.2.1	no
ERR3559315	lineage2.2.1	no
ERR3559316	lineage2.2.1	no
ERR3559317	lineage4.2;lineage2.2.1	yes
ERR3559318	lineage2.2.1.1	no
ERR3559319	lineage2.2.1.1	no
ERR3559320	lineage2.2.1.1	no
ERR3559321	lineage2.2.1.1	no
ERR3559322	lineage2.2.1.1	no
ERR3559323	lineage2.2.1.1	no
ERR3559324	lineage2.2.1.1	no
ERR3559325	lineage2.2.1.1	no
ERR3559326	lineage2.2.1.1	no
ERR3559327	lineage2.2.1.1	no
ERR3559328	lineage2.2.1.1	no
ERR3559329	lineage2.2.1.1	no
ERR3559330	lineage2.2.1.1	no
ERR3559331	lineage2.2.1.1	no
ERR3559332	lineage2.2.1.1	no
ERR3559333	lineage2.2.1.1	no
ERR3559334	lineage2.2.1.1	no
ERR3559335	lineage2.2.1.1	no
ERR3559336	lineage2.2.1.1	no
ERR3559337	lineage2.2.1.1	no
ERR3559338	lineage2.2.1.1	no
ERR3559339	lineage2.2.1.1	no
ERR3559340	lineage2.2.1.1	no
ERR3559341	lineage2.2.1.1	no
ERR3559342	lineage2.2.1.1	no
ERR3559343	lineage2.2.1.1	no
ERR3559344	lineage2.2.1.1	no
ERR3559345	lineage2.2.1.1	no
ERR3559346	lineage2.2.1.1	no
ERR3559347	lineage2.2.1.1	no
ERR3559348	lineage2.2.1.1	no
ERR3559349	lineage2.2.1.1	no
ERR3559350	lineage2.2.1.1	no
ERR3559351	lineage2.2.1.1	no
ERR3559352	lineage2.2.1.1	no
ERR3559353	lineage2.2.1.1	no
ERR3559354	lineage2.2.1.1	no
ERR3559355	lineage2.2.1.1	no
ERR3559356	lineage2.2.1.1	no
ERR3559357	lineage2.2.1.1	no
ERR3559358	lineage2.2.1	no
ERR3559359	lineage2.2.1	no
ERR3559360	lineage2.2.1	no
ERR3559361	lineage2.2.1	no
ERR3559362	lineage2.2.1	no
ERR3559363	lineage2.2.1	no
ERR3559364	lineage2.2.1	no
ERR3559365	lineage2.2.1	no
ERR3559366	lineage2.2.1	no
ERR3559367	lineage2.2.1	no
ERR3559368	lineage2.2.1	no
ERR3559369	lineage2.2.1	no
ERR3559370	lineage2.2.1	no
ERR3559371	lineage2.2.1	no
ERR3559372	lineage2.2.1	no
ERR3559373	lineage2.2.1	no
ERR3559374	lineage2.2.1	no
ERR3559375	lineage2.2.1	no
ERR3559376	lineage2.2.1	no
ERR3559377	lineage2.2.1	no
ERR3559378	lineage2.2.1	no
ERR3559379	lineage2.2.1	no
ERR3559380	lineage2.2.1	no
ERR3559381	lineage2.2.1	no
ERR3559382	lineage2.2.1	no
ERR3559383	lineage2.2.1	no
ERR3559384	lineage2.2.1	no
ERR3559385	lineage2.2.1	no
ERR3559386	lineage2.2.1	no
ERR3559387	lineage2.2.1	no
ERR3559388	lineage2.2.1	no
ERR3559389	lineage2.2.1	no
ERR3559390	lineage2.2.1	no
ERR3559391	lineage2.2.1	no
ERR3559392	lineage2.2.1	no
ERR3559393	lineage2.2.1	no
ERR3559394	lineage2.2.1	no
ERR3559395	lineage2.2.1	no
ERR3559396	lineage2.2.1	no
ERR3559397	lineage2.2.1	no
ERR3559398	lineage2.2.1	no
ERR3559399	lineage2.2.1	no
ERR3559400	lineage2.2.1	no
ERR3559401	lineage2.2.1	no
ERR3559402	lineage2.2.1	no
ERR3559403	lineage2.2.1	no
ERR3559404	lineage2.2.1	no
ERR3559405	lineage2.2.1	no
ERR3559406	lineage2.2.1	no
ERR3559407	lineage2.2.1	no
ERR3559408	lineage2.2.1	no
ERR3559409	lineage2.2.1	no
ERR3559410	lineage2.2.1	no
ERR3559411	lineage2.2.1	no
ERR3559412	lineage2.2.1	no
ERR3559413	lineage2.2.1	no
ERR3559414	lineage2.2.1	no
ERR3559415	lineage2.2.1	no
ERR3559416	lineage2.2.1	no
ERR3559417	lineage2.2.1	no
ERR3559418	lineage2.2.1	no
ERR3559419	lineage2.2.1	no
ERR3559420	lineage2.2.1	no
ERR3559421	lineage2.2.1	no
ERR3559422	lineage2.2.1	no
ERR3559423	lineage2.2.1	no
ERR3559424	lineage2.2.1	no
ERR3559425	lineage2.2.1	no
ERR3559426	lineage2.2.1	no
ERR3559427	lineage2.2.1	no
ERR3559428	lineage2.2.1	no
ERR3559429	lineage2.2.1	no
ERR3559430	lineage2.2.1	no
ERR3559431	lineage2.2.1	no
ERR3559432	lineage2.2.1	no
ERR3559433	lineage2.2.1	no
ERR3559434	lineage2.2.1	no
ERR3559435	lineage2.2.1	no
ERR3559436	lineage2.2.1	no
ERR3559437	lineage2.2.1	no
ERR3559438	lineage2.2.1	no
ERR3559439	lineage2.2.1	no
ERR3559440	lineage2.2.1	no
ERR3559441	lineage2.2.1	no
ERR3559442	lineage2.2.1	no
ERR3559443	lineage2.2.1	no
ERR3559444	lineage2.2.1	no
ERR3559445	lineage2.2.1	no
ERR3559446	lineage2.2.1	no
ERR3559447	lineage2.2.1	no
ERR3559448	lineage2.2.1	no
ERR3559449	lineage2.2.1	no
ERR3559450	lineage2.2.1	no
ERR3559451	lineage2.2.1	no
ERR3559452	lineage2.2.1	no
ERR3559453	lineage2.2.1	no
ERR3559454	lineage2.2.1	no
ERR3559455	lineage2.2.1	no
ERR3559456	lineage2.2.1	no
ERR3559457	lineage2.2.1	no
ERR3559458	lineage2.2.1	no
ERR3559459	lineage2.2.1.1	no
ERR3559460	lineage2.2.1	no
ERR3559461	lineage2.2.1	no
ERR3559462	lineage2.2.1	no
ERR3559463	lineage2.2.1	no
ERR3559464	lineage2.2.1	no
ERR3559465	lineage2.2.1	no
ERR3559466	lineage2.2.1	no
ERR3559467	lineage2.2.1	no
ERR3559468	lineage2.2.1	no
ERR3559469	lineage2.2.1	no
ERR3559470	lineage2.2.1	no
ERR3559471	lineage2.2.1	no
ERR3559472	lineage2.2.1	no
ERR3559473	lineage2.2.1	no
ERR3559474	lineage2.2.1	no
ERR3559475	lineage2.2.1	no
ERR3559476	lineage2.2.1	no
ERR3559477	lineage2.2.1	no
ERR3559478	lineage2.2.1.1	no
ERR3559479	lineage2.2.1	no
ERR3559480	lineage2.2.1	no
ERR3559481	lineage2.2.1	no
ERR3559482	lineage2.2.1	no
ERR3559483	lineage2.2.1	no
ERR3559484	lineage2.2.1	no
ERR3559485	lineage2.2.1	no
ERR3559486	lineage2.2.1	no
ERR3559487	lineage2.2.1	no
ERR3559488	lineage2.2.1	no
ERR3559489	lineage2.2.1	no
ERR3559490	lineage2.2.1	no
ERR3559491	lineage2.2.1	no
ERR3559492	lineage2.2.1	no
ERR3559493	lineage2.2.1	no
ERR3559494	lineage2.2.1	no
ERR3559495	lineage2.2.1	no
ERR3559496	lineage2.2.1	no
ERR3559497	lineage4;lineage2.2.1	yes
ERR3559498	lineage2.2.1	no
ERR3559499	lineage4.9;lineage2.2.1	yes
ERR3559500	lineage2.2.1	no
ERR3559501	lineage2.2.1	no
ERR3559502	lineage2.2.1	no
ERR3559503	lineage2.2.1	no
ERR3559504	lineage2.2.1	no
ERR3559505	lineage2.2.1	no
ERR3559506	lineage2.2.1	no
ERR3559507	lineage2.2.1	no
ERR3559508	lineage2.2.1	no
ERR3559509	lineage2.2.1	no
ERR3559510	lineage2.2.1	no
ERR3559511	lineage2.2.1	no
ERR3559512	lineage2.2.1	no
ERR3559513	lineage2.2.1	no
ERR3559514	lineage2.2.1	no
ERR3559515	lineage2.2.1	no
ERR3559516	lineage2.2.1	no
ERR3559517	lineage2.2.1	no
ERR3559518	lineage2.2.1	no
ERR3559519	lineage2.2.1	no
ERR3559520	lineage2.2.1	no
ERR3559521	lineage2.2.1	no
ERR3559522	lineage2.2.1	no
ERR3559523	lineage2.2.1	no
ERR3559524	lineage2.2.1	no
ERR3559525	lineage2.2.1	no
ERR3559526	lineage2.2.1	no
ERR3559527	lineage2.2.1	no
ERR3559528	lineage2.2.1	no
ERR3559529	lineage2.2.1	no
ERR3559530	lineage2.2.1	no
ERR3559531	lineage2.2.1.1	no
ERR3559532	lineage2.2.1	no
ERR3559533	lineage2.2.1.1	no
ERR3559534	lineage2.2.1	no
ERR3559535	lineage2.2.1	no
ERR3559536	lineage2.2.1	no
ERR3559537	lineage2.2.1.1	no
ERR3559538	lineage2.2.1	no
ERR3559539	lineage2.2.1	no
ERR3559540	lineage2.2.1	no
ERR3559541	lineage2.2.1	no
ERR3559542	lineage2.2.1	no
ERR3559543	lineage2.2.1	no
ERR3559544	lineage2.2.1	no
ERR3559545	lineage2.2.1.1	no
ERR3559546	lineage2.2.1	no
ERR3559547	lineage2.2.1	no
ERR3559548	lineage2.2.1	no
ERR3559549	lineage2.2.1	no
ERR3559550	lineage2.2.1	no
ERR3559551	lineage2.2.1	no
ERR3559552	lineage2.2.1	no
ERR3559553	lineage2.2.1	no
ERR3559554	lineage2.2.1.1	no
ERR3559555	lineage2.2.1	no
ERR3559556	lineage2.2.1	no
ERR3559557	lineage2.2.1	no
ERR3559558	lineage2.2.1	no
ERR3559559	lineage2.2.1	no
ERR3559560	lineage2.2.1	no
ERR3559561	lineage2.2.1	no
ERR3559562	lineage2.2.1	no
ERR3559563	lineage2.2.1	no
ERR3559564	lineage2.2.1	no
ERR3559565	lineage2.2.1	no
ERR3559566	lineage2.2.1	no
ERR3559567	lineage2.2.1	no
ERR3559568	lineage2.2.1	no
ERR3559569	lineage2.2.1	no
ERR3559570	lineage2.2.1	no
ERR3559571	lineage2.2.1	no
ERR3559572	lineage2.2.1	no
ERR3559573	lineage2.2.1	no
ERR3559574	lineage2.2.1	no
ERR3559575	lineage2.2.1	no
ERR3559576	lineage2.2.1	no
ERR3559577	lineage2.2.1	no
ERR3559578	lineage2.2.1	no
ERR3559579	lineage2.2.1	no
ERR3559580	lineage2.2.1	no
ERR3559581	lineage2.2.1	no
ERR3559582	lineage2.2.1	no
ERR3559583	lineage2.2.1	no
ERR3559584	lineage2.2.1	no
ERR3559585	lineage2.2.1	no
ERR3559586	lineage2.2.1	no
ERR3559587	lineage2.2.1	no
ERR3559588	lineage2.2.1	no
ERR3559589	lineage2.2.1	no
ERR3559590	lineage2.2.1	no
ERR3559591	lineage2.2.1	no
ERR3559592	lineage2.2.1	no
ERR3559593	lineage2.2.1	no
ERR3559594	lineage2.2.1	no
ERR3559595	lineage2.2.1	no
ERR3559596	lineage2.2.1	no
ERR3559597	lineage2.2.1	no
ERR3559598	lineage2.2.1	no
ERR3559599	lineage2.2.1	no
ERR3559600	lineage2.2.1	no
ERR3559601	lineage2.2.1	no
ERR3559602	lineage2.2.1	no
ERR3559603	lineage2.2.1	no
ERR3559604	lineage2.2.1	no
ERR3559605	lineage2.2.1	no
ERR3559606	lineage2.2.1	no
ERR3559607	lineage2.2.1	no
ERR3559608	lineage2.2.1	no
ERR3559609	lineage2.2.1	no
ERR3559610	lineage2.2.1	no
ERR3559611	lineage2.2.1	no
ERR3559612	lineage2.2.1	no
ERR3559613	lineage4.9	no
ERR3559614	lineage2.2.1	no
ERR3559615	lineage2.2.1	no
ERR3559616	lineage2.2.1	no
ERR3559617	lineage2.2.1	no
ERR3559618	lineage2.2.1	no
ERR3559619	lineage2.2.1	no
ERR3559620	lineage2.2.1	no
ERR3559621	lineage2.2.1	no
ERR3559622	lineage2.2.1	no
ERR3559623	lineage2.2.1	no
ERR3559624	lineage4;lineage2.2	yes
ERR3559625	lineage2.2.1	no
ERR3559626	lineage2.2.1	no
ERR3559627	lineage2.2.1	no
ERR3559628	lineage2.2.1	no
ERR3559629	lineage2.2.1	no
ERR3559630	lineage2.2.1	no
ERR3559631	lineage2.2.1	no
ERR3559632	lineage2.2.1	no
ERR3559633	lineage2.2.1	no
ERR3559634	lineage2.2.1	no
ERR3559635	lineage2.2.1	no
ERR3559636	lineage2.2.1	no
ERR3559637	lineage2.2.1	no
ERR3559638	lineage2.2.1	no
ERR3559639	lineage2.2.1	no
ERR3559640	lineage2.2.1	no
ERR3559641	lineage2.2.1	no
ERR3559642	lineage2.2.1	no
ERR3559643	lineage2.2.1	no
ERR3559644	lineage2.2.1	no
ERR3559645	lineage2.2.1	no
ERR3559646	lineage2.2.1	no
ERR3559647	lineage2.2.1	no
ERR3559648	lineage2.2.1	no
ERR3559649	lineage2.2.1	no
ERR3559650	lineage2.2.1	no
ERR3559651	lineage2.2.1	no
ERR3559652	lineage2.2.1	no
ERR3559653	lineage2.2.1	no
ERR3559654	lineage2.2.1	no
ERR3559655	lineage2.2.1	no
ERR3559656	lineage2.2.1	no
ERR3559657	lineage2.2.1	no
ERR3559658	lineage2.2.1	no
ERR3559659	lineage2.2.1	no
ERR3559660	lineage2.2.1	no
ERR3559661	lineage2.2.1	no
ERR3559662	lineage2.2.1	no
ERR3559663	lineage2.2.1	no
ERR3559664	lineage2.2.1	no
ERR3559665	lineage2.2.1	no
ERR3559666	lineage2.2.1	no
ERR3559667	lineage2.2.1	no
ERR3559668	lineage2.2.1	no
ERR3559669	lineage2.2.1	no
ERR3559670	lineage2.2.1	no
ERR3559671	lineage2.2.1	no
ERR3559672	lineage2.2.1	no
ERR3559673	lineage2.2.1	no
ERR3559674	lineage2.2.1	no
ERR3559675	lineage2.2.1	no
ERR3559676	lineage2.2.1	no
ERR3559677	lineage2.2.1	no
ERR3559678	lineage2.2.1	no
ERR3559679	lineage2.2.1	no
ERR3559680	lineage2.2.1	no
ERR3559681	lineage2.2.1	no
ERR3559682	lineage2.2.1	no
ERR3559683	lineage2.2.1	no
ERR3559684	lineage2.2.1	no
ERR3559685	lineage2.2.1	no
ERR3559686	lineage2.2.1	no
ERR3559687	lineage2.2.1	no
ERR3559688	lineage2.2.1.1	no
ERR3559689	lineage2.2.1.1	no
ERR3559690	lineage2.2.1.1	no
ERR3559691	lineage2.2.1.1	no
ERR3559692	lineage2.2.1.1	no
ERR3559693	lineage2.2.1.1	no
ERR3559694	lineage2.2.1.1	no
ERR3559695	lineage2.2.1.1	no
ERR3559696	lineage2.2.1.1	no
ERR3559697	lineage2.2.1.1	no
ERR3559698	lineage2.2.1.1	no
ERR3559699	lineage2.2.1.1	no
ERR3559700	lineage2.2.1.1	no
ERR3559701	lineage2.2.1.1	no
ERR3559702	lineage2.2.1.1	no
ERR3559703	lineage2.2.1.1	no
ERR3559704	lineage2.2.1.1	no
ERR3559705	lineage2.2.1.1	no
ERR3559706	lineage2.2.1.1	no
ERR3559707	lineage2.2.1.1	no
ERR3559708	lineage2.2.1.1	no
ERR3559709	lineage2.2.1.1	no
ERR3559710	lineage2.2.1.1	no
ERR3559711	lineage2.2.1.1	no
ERR3559712	lineage2.2.1.1	no
ERR3559713	lineage2.2.1.1	no
ERR3559714	lineage2.2.1.1	no
ERR3559715	lineage2.2.1.1	no
ERR3559716	lineage2.2.1.1	no
ERR3559717	lineage2.2.1.1	no
ERR3559718	lineage2.2.1.1	no
ERR3559719	lineage2.2.1.1	no
ERR3559720	lineage2.2.1.1	no
ERR3559721	lineage2.2.1.1	no
ERR3559722	lineage2.2.1.1	no
ERR3559723	lineage2.2.1.1	no
ERR3559724	lineage2.2.1.1	no
ERR3559725	lineage2.2.1.1	no
ERR3559726	lineage2.2.1.1	no
ERR3559727	lineage2.2.1.1	no
ERR3559728	lineage2.2.1.1	no
ERR3559729	lineage2.2.1.1	no
ERR3559730	lineage2.2.1.1	no
ERR3559731	lineage2.2.1.1	no
ERR3559732	lineage2.2.1.1	no
ERR3559733	lineage2.2.1.1	no
ERR3559734	lineage2.2.1.1	no
ERR3559735	lineage2.2.1.1	no
ERR3559736	lineage2.2.1.1	no
ERR3559737	lineage2.2.1.1	no
ERR3559738	lineage2.2.1.1	no
ERR3559739	lineage2.2.1.1	no
ERR3559740	lineage2.2.1.1	no
ERR3559741	lineage2.2.1.1	no
ERR3559742	lineage2.2.1.1	no
ERR3559743	lineage2.2.1.1	no
ERR3559744	lineage2.2.1.1	no
ERR3559745	lineage2.2.1.1	no
ERR3559746	lineage2.2.1.1	no
ERR3559747	lineage2.2.1.1	no
ERR3559748	lineage2.2.1.1	no
ERR3559749	lineage2.2.1.1	no
ERR3559750	lineage2.2.1.1	no
ERR3559751	lineage2.2.1.1	no
ERR3559752	lineage2.2.1.1	no
ERR3559753	lineage2.2.1.1	no
ERR3559754	lineage2.2.1.1	no
ERR3559755	lineage2.2.1.1	no
ERR3559756	lineage2.2.1.1	no
ERR3559757	lineage2.2.1.1	no
ERR3559758	lineage2.2.1.1	no
ERR3559759	lineage2.2.1.1	no
ERR3559760	lineage2.2.1.1	no
ERR3559761	lineage2.2.1.1	no
ERR3559762	lineage2.2.1.1	no
ERR3559763	lineage2.2.1.1	no
ERR3559764	lineage2.2.1.1	no
ERR3559765	lineage2.2.1.1	no
ERR3559766	lineage2.2.1.1	no
ERR3559767	lineage2.2.1.1	no
ERR3559768	lineage2.2.1	no
ERR3559769	lineage2.2.1	no
ERR3559770	lineage2.2.1	no
ERR3559771	lineage2.2.1	no
ERR3559772	lineage2.2.1	no
ERR3559773	lineage2.2.1	no
ERR3559774	lineage2.2.1	no
ERR3559775	lineage2.2.1	no
ERR3559776	lineage2.2.1	no
ERR3559777	lineage2.2.1	no
ERR3559778	lineage2.2.1	no
ERR3559779	lineage2.2.1	no
ERR3559780	lineage2.2.1	no
ERR3559781	lineage2.2.1	no
ERR3559782	lineage2.2.1	no
ERR3559783	lineage2.2.1	no
ERR3559784	lineage2.2.1	no
ERR3559785	lineage2.2.1	no
ERR3559786	lineage2.2.1	no
ERR3559787	lineage2.2.1	no
ERR3559788	lineage2.2.1	no
ERR3559789	lineage2.2.1	no
ERR3559790	lineage2.2.1	no
ERR3559791	lineage2.2.1	no
ERR3559792	lineage2.2.1	no
ERR3559793	lineage2.2.1	no
ERR3559794	lineage2.2.1	no
ERR3559795	lineage2.2.1	no
ERR3559796	lineage2.2.1	no
ERR3559797	lineage2.2.1	no
ERR3559798	lineage2.2.1	no
